[2025-06-06 15:29:34,236] [INFO] [__main__] - Khởi động ứng dụng thành công
[2025-06-06 15:30:38,088] [INFO] [__main__] - Khởi động ứng dụng thành công
[2025-06-06 15:30:42,430] [INFO] [__main__] - Khởi động ứng dụng thành công
[2025-06-06 15:30:43,289] [INFO] [__main__] - Khởi động ứng dụng thành công
[2025-06-06 15:30:48,875] [INFO] [__main__] - Khởi động ứng dụng thành công
[2025-06-06 15:40:02,932] [INFO] [__main__] - Khởi động ứng dụng thành công
[2025-06-06 15:40:09,984] [INFO] [frontend.screens.main_screen] - Đã vào màn hình chính
[2025-06-06 15:40:24,994] [INFO] [__main__] - Khởi động ứng dụng thành công
[2025-06-06 15:40:29,362] [INFO] [frontend.screens.main_screen] - Đã vào màn hình chính
[2025-06-06 15:40:55,957] [INFO] [__main__] - Khởi động ứng dụng thành công
[2025-06-06 15:41:04,366] [INFO] [frontend.screens.main_screen] - Đã vào màn hình chính
[2025-06-06 15:41:17,201] [INFO] [__main__] - Khởi động ứng dụng thành công
[2025-06-06 15:41:20,992] [INFO] [frontend.screens.main_screen] - Đã vào màn hình chính
[2025-06-06 15:43:55,281] [INFO] [__main__] - Khởi động ứng dụng thành công
[2025-06-06 15:45:23,461] [INFO] [__main__] - Khởi động ứng dụng thành công
[2025-06-06 15:45:41,336] [INFO] [__main__] - Khởi động ứng dụng thành công
[2025-06-06 15:46:35,708] [INFO] [frontend.screens.main_screen] - Đã vào màn hình chính
[2025-06-06 15:46:49,783] [INFO] [__main__] - Khởi động ứng dụng thành công
[2025-06-06 15:46:53,768] [INFO] [frontend.screens.main_screen] - Đã vào màn hình chính
[2025-06-06 15:47:59,869] [INFO] [__main__] - Khởi động ứng dụng thành công
[2025-06-06 15:48:38,709] [INFO] [__main__] - Khởi động ứng dụng thành công
[2025-06-06 15:48:42,725] [INFO] [frontend.screens.main_screen] - Đã vào màn hình chính
[2025-06-06 15:49:40,627] [INFO] [__main__] - Khởi động ứng dụng thành công
[2025-06-06 15:49:45,006] [INFO] [frontend.screens.main_screen] - Đã vào màn hình chính
[2025-06-06 15:49:45,145] [INFO] [frontend.screens.main_screen] - Đã vào màn hình chính
[2025-06-06 15:49:54,241] [INFO] [frontend.screens.main_screen] - Người dùng Hoàng Vỹ Kỳ gay vai đang xem thông tin cá nhân
[2025-06-06 15:49:54,639] [INFO] [frontend.screens.main_screen] - Người dùng Hoàng Vỹ Kỳ gay vai đang xem danh sách dự án
[2025-06-06 15:49:56,593] [WARNING] [frontend.screens.main_screen] - Người dùng Hoàng Vỹ Kỳ gay vai đang cố gắng tạo dự án mới
[2025-06-06 15:49:58,308] [INFO] [frontend.screens.main_screen] - Người dùng Hoàng Vỹ Kỳ gay vai đang xem thông tin cá nhân
[2025-06-06 15:50:07,337] [INFO] [__main__] - Khởi động ứng dụng thành công
[2025-06-06 15:50:14,484] [INFO] [frontend.screens.main_screen] - Đã vào màn hình chính
[2025-06-06 15:50:14,626] [INFO] [frontend.screens.main_screen] - Đã vào màn hình chính
[2025-06-06 21:23:18,966] [INFO] [__main__] - Khởi động ứng dụng thành công
[2025-06-06 21:23:26,427] [INFO] [frontend.screens.main_screen] - Đã vào màn hình chính
[2025-06-06 21:23:26,741] [INFO] [frontend.screens.main_screen] - Đã vào màn hình chính
[2025-06-06 21:32:57,936] [INFO] [__main__] - Khởi động ứng dụng thành công
[2025-06-06 21:33:03,183] [INFO] [frontend.screens.main_screen] - Đã vào màn hình chính
[2025-06-06 21:33:06,541] [INFO] [frontend.screens.main_screen] - Người dùng Hoàng Vỹ Kỳ gay vai đang xem thông tin cá nhân
[2025-06-06 21:33:07,639] [INFO] [frontend.screens.main_screen] - Người dùng Hoàng Vỹ Kỳ gay vai đang xem danh sách dự án
[2025-06-06 21:34:51,434] [INFO] [__main__] - Khởi động ứng dụng thành công
[2025-06-06 21:34:57,465] [INFO] [frontend.screens.main_screen] - Đã vào màn hình chính
[2025-06-06 21:34:59,765] [INFO] [frontend.screens.main_screen] - Người dùng Hoàng Vỹ Kỳ gay vai đang xem thông tin cá nhân
[2025-06-06 21:35:07,677] [INFO] [frontend.screens.main_screen] - Người dùng Hoàng Vỹ Kỳ gay vai đang xem danh sách dự án
[2025-06-06 21:35:09,816] [WARNING] [frontend.screens.main_screen] - Người dùng Hoàng Vỹ Kỳ gay vai đang cố gắng tạo dự án mới
[2025-06-06 21:35:25,840] [INFO] [__main__] - Khởi động ứng dụng thành công
